1867,Grand_View_College,IA,3,385,320,295,329,481,405,377,416,22,31,20,2,0
1868,Grinnell_College,IA,3,642,517,405,513,809,641,496,638,46,36,52,3,0
1869,Iowa_State_University,IA,1,684,506,404,534,842,635,514,666,467,353,284,84,1
1873,Loras_College,IA,3,419,363,314,363,531,438,378,445,37,35,31,6,0
1874,Luther_College,IA,3,478,399,347,404,630,548,445,531,63,26,50,16,0
1879,Morningside_College,IA,3,389,331,303,341,495,414,365,425,20,29,16,1,0
1880,Mount_Mercy_College,IA,3,379,356,334,337,465,427,396,405,7,20,28,8,0
1881,Mount_St_Clare_College,IA,2,?,?,?,302,?,?,?,373,0,0,0,0,0
1883,Northwestern_College,IA,3,430,372,311,344,531,477,394,434,9,16,27,6,0
1887,Simpson_College,IA,3,491,377,339,394,645,473,434,504,25,11,17,14,0
1889,St_Ambrose_University,IA,3,431,374,325,362,541,471,401,450,29,15,44,8,0
1890,University_of_Northern_Iowa,IA,2,586,469,390,447,730,591,491,561,155,152,226,89,1
1891,University_of_Dubuque,IA,3,351,315,309,323,443,392,358,396,19,23,14,2,0
1892,University_of_Iowa,IA,1,706,509,432,579,872,643,549,723,486,308,260,10,1
1893,Upper_Iowa_University,IA,3,?,?,287,303,?,?,348,366,4,5,6,12,0
1896,Wartburg_College,IA,3,447,370,308,358,564,469,385,451,25,21,29,4,0
1899,Teikyo_Westmar_University,IA,3,?,314,289,292,?,388,355,359,5,13,22,14,0
1900,William_Penn_College,IA,3,351,312,269,294,420,386,335,363,8,11,19,7,0
1616,Boise_State_University,ID,2,448,391,354,391,566,498,453,498,157,111,100,7,1
1617,Albertson_Coll_of_Idaho,ID,3,424,338,266,336,540,430,338,428,16,20,19,1,0
1620,Idaho_State_University,ID,2,466,382,337,368,588,487,433,471,128,99,113,120,1
1621,Lewis-Clark_State_College,ID,3,391,329,292,338,499,425,381,436,39,35,35,1,0
1624,Northwest_Nazarene_College,ID,3,?,?,?,341,?,?,?,448,0,0,0,0,0
1626,University_of_Idaho,ID,1,514,408,373,438,640,514,472,550,217,165,155,9,1
1633,Augustana_College,IL,3,527,425,362,418,648,523,449,517,41,28,50,18,0
1634,Aurora_University,IL,3,434,379,339,372,528,461,402,447,18,16,19,16,0
1635,Barat_College,IL,3,507,405,333,402,599,473,394,474,9,9,14,0,0
1639,Blackburn_University,IL,3,?,?,?,312,?,?,?,370,0,0,0,0,0
1641,Bradley_University,IL,2,570,464,378,442,679,562,449,529,75,88,100,30,1
1664,College_of_Saint_Francis,IL,3,446,422,345,392,551,524,435,489,12,15,23,0,0
1665,Columbia_College,IL,3,?,?,?,349,?,?,?,446,0,0,0,0,0
1666,Concordia_University,IL,3,399,351,295,351,487,435,374,435,30,23,24,1,0
1671,DePaul_University,IL,2,702,543,427,524,857,681,527,648,120,173,152,55,1
1674,Eastern_Illinois_University,IL,2,442,373,333,364,515,438,393,428,190,161,120,87,1
1678,Eureka_College,IL,3,?,370,315,355,?,458,390,438,5,16,16,0,0
1684,Greenville_College,IL,3,374,331,292,336,466,424,370,422,27,11,15,4,0
1688,Illinois_College,IL,3,522,424,347,424,621,503,410,502,16,18,14,3,0
1691,Illinois_Institute_of_Tech,IL,1,680,480,452,512,836,606,558,636,93,81,73,11,1
1692,Illinois_State_University,IL,1,548,436,373,460,638,514,445,541,289,187,244,0,1
1693,Northeastern_Illinois_Univ,IL,2,460,378,359,394,529,439,418,455,139,88,71,0,1
1694,Chicago_State_University,IL,2,446,369,320,345,509,425,371,399,120,65,77,14,1
1696,Illinois_Wesleyan_University,IL,3,570,452,374,445,729,593,477,572,32,42,47,8,0
1700,Judson_College,IL,3,400,358,305,358,486,445,366,438,10,12,6,1,0
1703,Kendall_College,IL,3,?,357,?,319,?,423,?,377,1,11,3,4,0
1704,Knox_College,IL,3,508,414,342,432,650,518,416,544,35,17,20,5,0
1706,Lake_Forest_College,IL,3,644,475,402,495,843,650,543,662,26,22,24,5,0
1707,Lewis_University,IL,2,467,392,330,357,561,481,407,437,37,20,29,52,0
1710,Loyola_Univ_of_Chicago,IL,1,761,536,433,570,924,664,536,701,164,230,163,6,1
1717,MacMurray_College,IL,3,324,263,250,262,393,334,307,318,13,9,16,31,0
1722,McKendree_College,IL,3,433,397,341,381,539,493,407,467,16,10,16,5,0
1724,Millikin_University,IL,3,478,409,313,386,583,501,383,472,34,38,46,6,0
1725,Monmouth_College,IL,3,443,339,325,381,544,412,385,464,20,12,11,1,0
1733,National-Louis_University,IL,2,490,405,337,348,566,472,394,405,20,51,120,23,0
1734,North_Central_College,IL,3,473,399,348,398,588,501,437,497,24,40,28,5,0
1735,North_Park_College,IL,3,415,337,285,339,540,426,352,431,23,18,18,2,0
1737,Northern_Illinois_University,IL,1,578,435,375,440,667,509,443,515,314,266,246,112,1
1739,Northwestern_University,IL,1,860,596,496,712,1045,735,602,868,460,209,203,0,1
1741,Olivet_Nazarene_University,IL,2,391,335,278,320,476,412,346,395,26,22,36,8,0
1744,Principia_College,IL,3,465,400,345,395,572,540,414,490,20,9,13,7,0
1745,Quincy_University,IL,3,372,371,285,345,459,462,351,427,18,21,14,2,0
1749,Roosevelt_University,IL,2,484,405,359,416,610,517,464,531,50,58,42,2,0
1750,Rosary_College,IL,3,448,378,377,382,543,479,454,468,10,25,34,3,0
1758,Southern_IllUniv-Carbondale,IL,1,564,436,359,422,657,517,431,500,272,255,313,33,1
1759,Southern_IllUniv-Edwardsvle,IL,2,531,442,389,453,616,520,462,531,168,126,95,24,1
1767,Illinois_Benedictine_College,IL,2,463,395,315,409,576,493,403,511,38,36,17,0,0
1768,Saint_Xavier_University,IL,2,551,452,388,439,667,548,471,531,22,78,53,6,0
1772,Trinity_College,IL,3,?,346,291,320,?,406,347,377,5,11,13,2,0
1774,University_of_Chicago,IL,1,894,586,515,742,1104,724,636,916,467,138,161,36,1
1775,Univ_of_Illinois-Urbana,IL,1,682,493,421,570,783,574,494,659,927,520,393,1,1
1776,Univ_of_Illinois-Chicago,IL,1,656,476,411,513,755,555,483,596,401,369,296,20,1
1780,Western_Illinois_University,IL,2,506,427,350,421,587,500,414,493,241,171,123,62,1
1781,Wheaton_College,IL,2,510,437,368,452,640,569,461,574,67,54,32,3,0
3970,Parks_Collof_StLouis_Univ,IL,3,576,540,396,487,694,660,480,591,15,12,16,4,0
9333,Sangamon_State_University,IL,2,499,437,370,433,594,516,447,516,50,62,46,5,0
1785,Anderson_University,IN,3,415,340,316,347,532,427,389,437,43,45,36,14,0
1786,Ball_State_University,IN,1,517,410,332,384,666,537,438,501,297,160,350,155,1
1787,Bethel_College,IN,3,?,?,285,295,?,?,363,376,5,4,26,1,0
1788,Butler_University,IN,2,521,442,366,439,650,551,447,544,72,66,77,3,0
1792,DePauw_University,IN,3,540,433,361,452,695,570,465,587,51,57,38,0,0
1793,Earlham_College,IN,3,514,394,338,445,639,483,414,551,44,13,22,0,0
1795,University_of_Evansville,IN,2,500,415,351,414,602,505,415,496,57,43,58,4,0
1798,Franklin_College_of_Indiana,IN,3,440,363,325,381,549,453,411,477,24,16,20,0,0
1799,Goshen_College,IN,3,388,341,291,345,479,410,344,418,37,19,28,0,0
1800,Grace_College,IN,3,326,264,228,285,439,372,334,395,14,11,6,0,0
1801,Hanover_College,IN,3,555,437,377,432,682,539,455,524,28,16,35,13,0
1803,Huntington_College,IN,3,438,367,305,358,544,455,379,444,11,11,13,3,0
1804,University_of_Indianapolis,IN,2,487,408,358,382,620,515,433,469,16,38,52,19,0
1808,Univ_of_Southern_Indiana,IN,2,493,421,377,384,636,545,477,491,35,38,58,50,0
1809,Indiana_Univ-Bloomington,IN,1,674,479,399,540,852,615,507,685,624,344,305,1,1
1811,Indiana_Univ-East,IN,3,?,405,327,341,?,529,424,443,5,12,24,0,0
1812,Indiana-Purdue_U-Fort_Wayne,IN,2,498,408,340,385,648,534,444,503,53,106,123,15,1
1813,Indiana_Univ-Indianapolis,IN,2,643,469,405,469,820,604,514,599,170,217,215,1,1
1814,Indiana_Univ_at_Kokomo,IN,3,519,432,380,397,665,548,482,504,13,21,29,0,0
1815,Indiana_Univ-Northwest,IN,2,544,446,355,410,694,575,449,522,25,63,33,0,0
1816,Indiana_Univ_at_South_Bend,IN,2,544,445,391,420,696,571,495,537,32,56,57,0,0
1817,Indiana_Univ-Southeast,IN,2,529,408,369,422,679,526,470,540,41,24,42,0,0
1820,Manchester_College,IN,3,412,340,289,340,527,416,348,420,24,22,17,11,0
1821,Marian_College,IN,3,420,329,303,330,520,411,379,411,15,23,34,5,0
1822,Indiana_Wesleyan_University,IN,3,396,342,294,335,492,431,367,418,22,23,34,2,0
1824,Oakland_City_College,IN,3,?,282,252,269,?,340,314,328,3,11,10,4,0
1825,Purdue_Univ-Main_Campus,IN,1,721,485,423,562,920,631,548,722,603,411,400,29,1
1827,Purdue_University-Calumet,IN,2,519,413,364,405,677,541,479,530,47,105,74,21,0
1830,Rose-Hulman_Inst_of_Tech,IN,3,608,522,447,549,797,679,568,715,51,29,21,0,0
1832,Saint_Francis_College,IN,3,?,334,313,316,?,393,371,373,3,8,21,5,0
1833,Saint_Josephs_College,IN,3,373,374,312,344,486,478,400,443,13,12,19,1,0
1834,Calumet_College_of_StJoseph,IN,3,324,264,235,265,426,350,316,353,6,6,9,2,0
1835,Saint_Mary-of-the-Woods_Coll,IN,3,307,234,199,232,382,295,246,290,11,11,18,4,0
1836,Saint_Marys_College,IN,3,524,391,331,388,675,509,435,505,21,43,52,1,0
1837,Saint_Meinrad_College,IN,3,357,?,?,332,405,?,?,376,6,3,5,1,0
1838,Taylor_University,IN,3,404,352,300,355,555,486,382,480,36,31,25,3,0
1839,Tri-State_University,IN,3,395,324,291,340,485,395,356,415,23,28,10,3,0
1840,University_of_Notre_Dame,IN,1,798,562,470,637,985,701,573,787,274,195,164,11,1
1842,Valparaiso_University,IN,2,559,423,372,446,681,525,459,548,67,58,74,5,0
1844,Wabash_College,IN,3,612,474,371,501,770,602,482,637,31,22,20,1,0
9563,Indiana_State_University,IN,1,500,394,343,423,647,513,438,545,248,133,151,16,1
1903,Baker_University,KS,3,369,318,288,327,443,396,346,397,18,18,16,0,0
1904,Bethany_College,KS,3,335,280,248,281,415,360,308,350,16,9,24,2,0
1905,Bethel_College,KS,3,325,285,267,285,408,356,336,358,16,19,8,5,0
